city_id;city;place;distance;distancefromcitycenter;description
1068;Kolkata;" Enjoy the rides at Aquatica ";"";" 10 km  from city center ";" Aquatica is a water theme park and resort in Kolkata having many exciting themed rides, slides, entertainment and recreational activities for all their guests. The water park occupies over 75000 square feet of area and provides for a pleasant respite from the scorching summer heat. They provide lockers for the visitors to keep their belongings securely. "
1069;Kolkata;" Party in the Park Street ";"";" 1 km  from city center ";" Park Street is a major access route in Kolkata, also officially known as Mother Teresa Sarani. The street begins at Chowringhee Road or JL Nehru road and stretches till Park Circus crossing. It is said that Park Street never sleeps and is always bustling with activities. It is one of the major hangouts in the city as it has a number of pubs and restaurants. "
1070;Kolkata;" Shopping in Chowringhee ";"";" 3 km  from city center ";" Chowringhee, also officially known as Jawaharlal Nehru Road, is a happening hub and frequently visited by locals for recreational activities and shopping. It is one of the few localities in the city with top end boutiques, hotels, malls, shops and restaurants.  "
1071;Kolkata;" Pray at ISKCON Kolkata ";"";" 3 km  from city center ";" ISKCON Radha Krishna Temple is a highly spiritual place for the devotees focusing on spreading the teachings of Lord Krishna. It is not restricted to any one particular religion as such and welcomes enthusiasts or people interested in learning about these teachings with open arms. The temple is a serene complex that houses beautifully ornamented idols of Goddess Radha and Lord Krishna.  "
1072;Kolkata;" South Park Street Cemetery ";"";" 3 km  from city center ";" South Park Street Cemetery is an 18th-century non-church cemetery, one of the earliest in the world. It is one of the largest burial grounds and a heritage site in Kolkata and maintained by the Archaeological Survey of India. Most of the tombs in the South Park Street Cemetery are aesthetically beautiful and very attractive. "
1073;Kolkata;" Strolling in Sonajhuri Forest ";"";" 143 km  from city center ";" Away from the mell pell of the city lies a hidden gem in the state of West Bengal. Considered to be one of the most clean forests in India, Sonajhuri Forest is a great retreat to be close to nature. The Sonajhuri Forest is replete with lush green trees that has blooming flowers. This place is picturesque with quite a number of mesmerizing places to see and explore.  "
1074;Kolkata;" St John's Church ";"";" 2 km  from city center ";" St John's Church is one of the oldest churches in Kolkata that was built during the reign of the British Kingdom when the city was the capital of British India. It is a splendidly well-maintained structure that draws history and architecture buffs for its uniqueness and ancient features.  "
1075;Kolkata;" Barrackpore ";"";" 22 km  from city center ";" Barrackpore was the first place where Britishers set up their cantonment and later spread their rules in India. This place is of great historical significance as it was also the first place where the spark to attain I from Britishers was lit. Not to stop at that, this place is also home to some of the most mesmerizing and green parks which are perfect to spend some time lazing around? and relaxing.  "
1076;Kolkata;" Jhargram ";"";" 141 km  from city center ";" Jhargram is small city located in the state of West Bengal with a rich historical and cultural background. Surrounded by dense forests this place is mystical. A perfect place to spend few days in the lap of nature surrounded by friendly tribal population, you are bound to be mesmerized not only by its picturesque beauty but by the gregarious people who inhabit this place.  "
1077;Kolkata;" Baabur Haat ";"";" 8 km  from city center ";" Dominated by natural fishing lakes or bheris, responsible for producing some of the tastiest fish in West Bengal, Babur Haat is a nature paradise. Fishing is one of the more popular activities here. You can also go on a short picnic trip to the nearby local village grounds. "
1078;Kolkata;" Kamarpukur ";"";" 81 km  from city center ";" A cluster of small villages, Kamarpukur is nestled between Vishnupur and Tarakeshwar. Birthplace of a pious and sagacious saint, Sri Ramkrishna Paramhansa, this village is perfect getaway from the pell-mell of the cities. In this village you will be able to enjoy the pleasures of simple rural life. "
1079;Kolkata;" Picnic in Deulti	 ";"";" 48 km  from city center ";" Situated on the bank of river Roopnarayan, Deulti provides for an ideal picnic spot. If you are a bird lover, keep an eye (read ear) for the chirps of different birds, while you take a walk on the clay paths of the villages.  "
1080;Kolkata;" Hooghly Riverfront ";"";" 60 km  from city center ";" The very picturesque Hooghly Riverfront is situated along two banks of River Hooghly in West Bengal- Kolkata in the East and Howrah on the West. The mighty river offers mesmerising sunrise and sunset views. After the beautification of the East promenade in 2011, the spot has become a major tourist attraction.  "
1081;Kolkata;" Maidan ";"";" 3 km  from city center ";" Also known as the Brigade Parade Ground, Maidan is the largest urban park in Kolkata. The humongous stretch of land includes the famous Eden Gardens, several football stadiums and the Race Course Kolkata. "
1082;Kolkata;" Central Park ";"";" 5 km  from city center ";" Also known as Banabitan, Central Park is the second largest urban park after Maidan, situated in Bidhannagar, Kolkata. Built around an expansive lake, the park also has a rose garden. Another attraction is its beautiful butterfly garden. "
1083;Kolkata;" Millenium Park ";"";" 2 km  from city center ";" Spread over an area of 2.5 kms on the banks of River Hooghly in Kolkata, Millenium Park is a privately owned park situated on the Strand Road. The park has beautiful landscaped gardens and numerous slides and swings for kids. "
1084;Kolkata;" Deshapriya Park ";"";" 6 km  from city center ";" Deshapriya Park is situated in the Kalighat area of South Kolkata and is used for playing outdoor games like cricket, football etc., both by amateur and professional players. In addition to that, Durga Puja is celebrated on a large scale where several pandals are set up in the premises for the celebrations.  "
1085;Kolkata;" Safari Park ";"";" 7 km  from city center ";" Situated near Gariahat Golpark, Safari Park is one of the relatively smaller parks in Kolkata. The park also has a lake on the outskirts that is ideal for early morning walks and evening strolls. A smaller area on the side is also used as a cricket coaching for young kids. The park is buzzing with activity at all times of the day. "
1086;Kolkata;" Mohor Kunja ";"";" 4 km  from city center ";" Also known as Citizen's Park, Mohor Kunja is an urban park in Kolkata situated in the premises of Maidan. The highlight of the park are the several musical fountain concerts held in it. It also has well-paved walkways for evening and morning walks and an amphitheater to hold cultural events. "
1087;Kolkata;" Elliot Park ";"";" 3 km  from city center ";" Inaugurated in 2004, Elliot Park is one of the relatively newer parks to have been developed in the city. The park has a joggers' stretch of 1.5 km besides the lush green vegetation, swings for children and water fountains. "
1088;Kolkata;" Gitanjali Sports Complex ";"";" 7 km  from city center ";" Located at Kasba in Kolkata, Gitanjali Sports Complex is the newly established stadium in the city. Running for a length of 57.5 metres, the stadium has a massive seating space for 4000 people. Besides, it has a separate area for indoor games and a gymnasium. "
1089;Kolkata;" Kishore Bharati Krirangan ";"";" 9 km  from city center ";" Kishore Bharati Kirangan is a multi purpose stadium situated in the south Kolkata neighbourhood of Santoshpur. With a seating capacity of 12000 people, the stadium is mostly used for football and sometimes other sports as well.  "
1090;Kolkata;" Salt Lake Stadium ";"";" 5 km  from city center ";" Known as Vivekananda Yuva Bharati Krirangan, Salt Lake Stadium is an international multi-purpose stadium in Bidhannagar, Kolkata. The stadium takes pride in being the largest stadium of the country, it can accommodate upto 1,20,000 people.  "
1091;Kolkata;" Rabindra Sarobar Stadium ";"";" 7 km  from city center ";" Rabindra Sarobar Stadium is situated in the centre of the city of Kolkata in Rabindra Sarovar. Believed to be the oldest stadiums of the city, the stadium has a seating capacity of 20,000 people and host some of the important football matches. "
1092;Kolkata;" Mohunbagan Stadium ";"";" 0 km  from city center ";" Mohunbagan Stadium is the oldest and the first stadium in the country. It is also the place of inception of the very famous Mohunbagan Club. The stadium is considered the best in Kolkata as its emerald green grass cover is imported from Brazil. "
1093;Kolkata;" Netaji Indoor Stadium ";"";" 2 km  from city center ";" Officially named as Netaji Subhash Chandra Bose Indoor Stadium, Netaji Indoor Stadium is a multi-purpose indoors stadium in Babughat, Kolkata, opposite the Eden Gardens. The fully air-conditioned stadium is used to host various domestic and international events. "
1138;Bangalore;" Relax in Lal Bagh ";4.3;" 8 km  from city center ";" Lalbagh botanical garden is home to numerous birds and wildlife and has a lake. It is popular for flower shows conducted here during Republic Day and Independence Day week. There is also a bonsai garden, topiary garden, lotus garden and rose garden inside. "
1139;Bangalore;" Church Street ";"";" 1 km  from city center ";" About 750 m long, Church Street in Bangalore is one of the busiest and most beloved streets, named after St. Mark’s Cathedral. It is lined with gift shops, music shops, bookstores, restaurants and cafes, some of them being the oldest in the city, all selling a wide variety of products and tasty treats. There are days when artists set up shop out on the streets and sell their work that includes paintings, photo frames, posters and handmade items. There are arcades for children and adults to play at and tattoo parlours too. "
1140;Bangalore;" Bannerghatta National Park ";4.3;" 23 km  from city center ";" Located 22 km away, the Bannerghatta National Park is a sanctuary for a large variety of flora and fauna. The main attractions here are an aquarium, a zoo, a Children's park, Crocodile Farm, Snake Park and a Prehistoric Animals' Park. It is also popular for hiking and trekking.

 "
1141;Bangalore;" Bangalore Palace ";4.3;" 3 km  from city center ";" The majestic Bangalore palace is a royal palace known for its architecture with beautiful carvings both inside and outside. It is owned by the Mysore Royal family. The sprawling grounds around the palace is ideal for a picnic. "
1142;Bangalore;" Jog through Cubbon Park ";4.3;" 1 km  from city center ";" Cubbon Park is the most famous attraction in Bangalore. In addition to being a natural sightseeing destination, Attara Kacheri, Cubbon Park Museum, Bangalore Aquarium and Sheshadri Iyer Memorial Park are also situated here.  "
1143;Bangalore;" ISKCON Temple ";3.8;" 6 km  from city center ";" ISKCON Bangalore is one of the largest Krishna Hindu temples in the world. The cultural complex accommodating dedicated deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha.  "
1144;Bangalore;" Catch the Sunrise at Nandi Hills ";3.3;" 45 km  from city center ";" Nandi Hills is a scenic hill station situated close to Bangalore, serving as one of the most popular destinations for trekking of Karnataka and escaping the busy city life of Bangalore. "
1145;Bangalore;" Be amused at the Wonder La Water Park ";3.5;" 26 km  from city center ";" Wonderla is the best amusement park in Bangalore. It houses water, roller coaster rides, a Ferris wheel and some VR experiences. "
1146;Bangalore;" Tour the Innovative Film City ";3.7;" 29 km  from city center ";" Innovative Film City is an Indian movie theme park, popular for a day trip. It houses amusement park rides, museums, adventure sports among other things.  "
1147;Bangalore;" Tipu Sultan's Summer Palace ";3.2;" 3 km  from city center ";" Tipu Sultan Palace was the summer residence of Tipu Sultan. It is now converted into a museum and is famous for its Indo-Islamic architecture consisting of ornamental frescoes, magnificent arches, protruding balconies and brilliant motifs. It is located inside the Bangalore Fort. "
1148;Bangalore;" National Gallery Of Modern Art ";4.1;" 2 km  from city center ";" National Gallery of Modern Art is a two-storeyed museum based in a colonial-style residential building. It showcases the cultural ethos of India from periods as early as the 18th century. There is also a huge auditorium, a charming cafeteria, and a reference library here. "
1149;Bangalore;" Shopping at Commercial Street ";3.7;" 2 km  from city center ";" Commercial Street is the oldest and busiest shopping place in Bangalore. It is famous for clothes, jewellery, electronics, footwear and local food joints. "
1150;Bangalore;" Art of Living International Centre ";3.0;" 19 km  from city center ";" Located 21 kms southwest of Bangalore on Kanakpura Road atop Panchagiri Hills, Art of Living Centre is the headquarters of the spiritual, cultural organization Art of Living Foundation, established by Sri Sri Ravi Shankar.  "
1151;Bangalore;" Vidhana Soudha ";3.8;" 1 km  from city center ";" Vidhana Soudha houses the State Legislature and the Secretariat of Karnataka. Popularly known as the 'Taj Mahal of South India', it is one of the most magnificent buildings in the city. It is illuminated on Sunday and public holidays. "
1152;Bangalore;" Explore the Universe at Jawaharlal Nehru Planetarium ";3.8;" 2 km  from city center ";" Jawaharlal Nehru Planetarium is a popular attraction in Bangalore. The Sky Theatre is its main attraction which imitates the way the sky looks to us. There is also a mirror dome show, a science park, and a special programme conducted here first Sunday evening of every month. "
1153;Bangalore;" Visvesvaraya Industrial and Technological Museum ";3.0;" 0 km  from city center ";" Visvesvaraya Industrial and Technological Museum houses machines and artefacts related to science and technology. There are also interesting shows and the ""Science for Kids"" centre here. It is a fun place to visit with kids. "
1154;Bangalore;" Paddle over the Ulsoor Lake ";3.8;" 3 km  from city center ";" Constructed by Kempe Gowda II in the 2nd century, this lake was earlier known as Halsur or Alasur. Although not fit for swimming, boating can be enjoyed at the lake. "
1155;Bangalore;" Shiva Temple ";3.2;" 7 km  from city center ";" The Shiva Temple of Bangalore is considered one of the most beautiful Shiva temples in India. It is landmarked by a huge white monolith of Lord Shiva in a an artificial pool of water and Himalayas all around. "
1156;Bangalore;" UB City Mall ";4.3;" 0 km  from city center ";" Located in the CBD (Central Business District) in Bangalore, this luxury mall is the one-stop destination for all your high-end brand needs. It is home to all the luxury beauty, shoes, jewellery, bags and fashion brands from all around the globe. "
1157;Bangalore;" Night Shopping at MG Road ";4.5;" 2 km  from city center ";" MG Road is one of the most popular shopping and entertainment hubs in Bangalore. It runs from Trinity Circle to Anil Kumble Circle. Items such as traditional handicrafts, silk, sarees and cutlery and bone china are available here. MG Road is also popular for pubs and nightclubs. "
1158;Bangalore;" St";3.7;" 2 km  from city center ";" St. Mary's Basilica is the oldest church in Bangalore and is the only church in the state that has been elevated to the status of a minor basilica. It is famous for the festivities it holds during the St. Mary's Feast, in September each year. "
1159;Bangalore;" Chunchi Falls ";3.7;" 71 km  from city center ";" Chunchi Falls is a 50-ft high waterfall fed by the river Arkavati. It is a popular day trip from Bangalore, perfect for a family picnic. There is a watchtower on the way to falls offering a stunning view. Swimming is prohibited in the falls. "
1160;Bangalore;" Fun World, Bangalore ";"";" 4 km  from city center ";" Fun World Amusement Park is one of the most popular amusement parks in Bangalore. It houses various rides, roller coaster, Ferris wheel, bumper cars and a food court. "
1161;Bangalore;" HAL Aerospace Museum ";3.7;" 10 km  from city center ";" HAL Aerospace Museum is India's first aerospace museum. It houses a display of various aircraft and helicopters, Aircraft engine models, Flight simulators, a mock Air Traffic Control Tower and exhibits of Indian aviation history.  "
1162;Bangalore;" Go-Karting ";3.7;" 17 km  from city center ";" Go-karting is the most breathtaking activities available at many places in Bangalore, which can be enjoyed with family and friends.   "
1163;Bangalore;" Muthyala Maduvu (Pearl Valley) ";"";" 33 km  from city center ";" Muthyala Maduvu, popularly known as Pearl Valley, is a picnic spot and day trip from Bangalore. The main attraction here is a waterfall. It is also popular for trekking. "
1164;Bangalore;" Bangalore Aquarium ";3.7;" 1 km  from city center ";" Located in Cubbon Park, the Bangalore Aquarium is the most famous and largest aquarium in Bangalore and the second-largest in India. It offers on display a variety of ornamental and exotic cultivable fishes including Siamese Fighters, Catla, Freshwater Prawns, Goldfish, Red Tail Shark and many others.  "
1165;Bangalore;" Bull Temple ";3.8;" 4 km  from city center ";" This temple is one of the oldest in Bengaluru, and is dedicated to Nandi, the bull who is the wagon of Lord Shiva. "
1166;Bangalore;" Sankey Tank ";3.0;" 5 km  from city center ";" Sankey Tank is a manmade lake, spread across an area of 37.5 acres near Vyalikaval, Malleshwaram and Sadashivanagar. The Maurya Sankey Boat Club offers guests a wide variety of boat rides, for example, rowboats, pedal boats and motorboats.  "
1167;Bangalore;" Devanahalli Fort ";3.0;" 33 km  from city center ";" Known for its historical significance and archaeological brilliance, Devanahalli Fort is located 35 kms north of the city of Bangalore. Lately in ruins, the fort once was the birthplace and residence of the great warrior Tipu Sultan.  "
1168;Bangalore;" Maha Bodhi Society Temple ";3.2;" 2 km  from city center ";" A recent addition to the temples of Bengaluru, this one houses a library with a sprawling collection of texts and books on Buddhism and is constantly the hub of a number of spiritual retreats and lectures. "
1169;Bangalore;" Cycling in the Outskirts ";3.2;" 3 km  from city center ";" Outskirts of Bengaluru are a cyclist's delight. One can rent a cycle from the multiple cycle groups available here such as Namma Cycle, Bums on the saddle, Bike Zone etc. "
1170;Bangalore;" Ragigudda Anjaneya Temple ";3.0;" 6 km  from city center ";" Ragigudda Sri Prasanna Anjaneya Temple is dedicated to the Hindu God- Hanuman. It also houses a Shivalinga and beautiful shrines of Ram, Sita and Lakshman. "
1171;Bangalore;" Venkatappa Art Gallery ";3.0;" 0 km  from city center ";" Located in the premises of Karnataka Government Museum, Venkatappa Art Gallery situated on Kasturba Road, Cubbon Park flaunts over 600 paintings. Named after the most famous artist of Bangalore city - K. Venkatappa, the gallery houses resplendent works of other renowned artists as well. "
1172;Bangalore;" Halasuru Someshwara Temple ";3.0;" 3 km  from city center ";" Located in the suburbs of Halasuru (Ulsoor) in Bangalore, Halasuru Someshwara Temple is dedicated to the Hindu deity Shiva. Built in around the 12th and the 13th centuries by the Hoysalas, the temple is now managed and maintained by the Endowment Department of the Karnataka government.  "
1173;Bangalore;" Snow City  ";"";" 4 km  from city center ";" Snow City is a unique, one of a kind amusement located in JC Nagar in Bangalore. Covered in artificial snow and generously sprinkled with snow animal sculptures, toys and igloos, the theme park is a popular destination for the city folks especially the kids. Besides, the park also has a plethora of swings and slide for the children and a gorgeous snow castle. "
1174;Bangalore;" Find Peace under the Big Banyan Tree ";3.0;" 23 km  from city center ";" The Big Banyan Tree or locally called as the Dodda Alada Mara is a 400 year old banyan tree in the village of Kethohalli near Bangalore. Sprawling over a vast 3 acres of land, the tree is one of the largest of its kind.  "
1175;Bangalore;" Indian Music Experience ";4.0;" 9 km  from city center ";" Spread across 50,000 square feet, the Indian Music Experience in Bengaluru is the first interactive music museum of the nation that is most innovatively disrupting the conventional notion of museums among visitors. The Museum exhibits everything about Indian music under a single roof, right from classical to folk, regional and Bollywood. "
1176;Bangalore;" Indira Gandhi Musical Fountain Park ";3.0;" 2 km  from city center ";" Created in 1995 by B. N. A. Technology Consulting Limited, Hong Kong, Indira Gandhi Musical Fountain is probably the most technically advanced and one of the biggest artificially created fountains in India. Located on T. Chowdaiah Road, the enthralling fountain has been based on multimedia technology, MIDI interfaces and hardware architecture. "
1177;Bangalore;" Siddara Betta ";"";" 82 km  from city center ";" Siddara Betta is a popular tourist attraction in the Tumkur district of Karnataka immersed in rocky boulders, temples and caves with an elevation of 1700 feet. The hillock is popular amongst trekkers and spiritual seekers alike, with one of the main attractions of the hill being the Lord Shiva temple enclosed in a cave that sees a fair number of devotees throughout the year.  "
1178;Bangalore;" Go Quad Biking ";"";" 45 km  from city center ";" Quad Biking in Bangalore can be experienced either near Kanakpura Road or near Nandi Hills with the help of a company Dirt Mania. These Quad Bike Rides can cost somewhere from INR 500 to 5000 depending upon the Track, Trail and the length.  "
1179;Bangalore;" Bilikal Rangaswamy Betta ";"";" 47 km  from city center ";" Bilikal Rangaswamy Betta is almost 16 kilometres from the town of Kanakapura is a great trekking destination for a day trek. It is one of the highest hills in the neighbouring area and also houses a temple devoted to Lord Rangaswamy that is constructed under a large white granite monolith. "
1180;Bangalore;" Avalabetta ";"";" 68 km  from city center ";" Avalabetta often called as “Nandi Hills without the crowd” is a perfect place to relish the same scenic beauty as the Nandi Hills but without the commotion. Standing on the top of the hill, you can witness the magical view of lush green trees and variegated rocky terrain which is spread out profusely.   "
1181;Bangalore;" Manchanabele Dam ";"";" 30 km  from city center ";" Manchanabele Dam is built on the water of the tranquil Arkavati River. It is replete with cool and clear water and is also surrounded by lush green trees in small hills. The panoramic views of the sky and the earth can be best observed during sunrise or sunset. "
1182;Bangalore;" Skandagiri ";"";" 51 km  from city center ";" If you thought that trekking is an activity only to be done in the morning, you are certainly wrong. Skandagiri, a hilltown near Bangalore, gives you the opportunity to trek and explore the hills in the night while the moon is casting its light. Skandagiri, also known as Kalavara Durga or Kalavara Betta is at an elevation of 1450 meters surrounded by the Nandi Hills. The hill has a ruined fort on the way which makes the night trek even more interesting by adding the element of horror. And the best part is that you can spend the night at the hilltop under the star. Not to forget the bonfire that is especially lit for the trekkers to sit around and enjoy the warmth.  "
1183;Bangalore;" Bananthimari Betta ";"";" 51 km  from city center ";" Located at a distance of 3 kms from the town of Kanakapura near Bangalore, Bananthimari Betta is a twin hillock surrounded by lush green fields with patches of flowers and rocky surface in turns. The beautiful valley in between is laden with an emerald velvetine grass cover and through it flows the most quaint and beautiful stream ever.  "
1184;Bangalore;" Doddamakali ";"";" 84 km  from city center ";" Situated at a distance of about 132 kms from the city of Bangalore on 6 kms from Bheemeshwari Fishing Camp, Doddamakali is a living example of pristine rustic charm and idyllic sylvan setting. The place makes for an ideal weekend getaway away from the hustle bustle and chaos of the city amidst natural surroundings and euphoric atmosphere.  "
1185;Bangalore;" Devarayanadurga ";"";" 61 km  from city center ";" Devarayanadurga or DD Hills which translates to “the fort of God” is a tranquil hill station located near Tumkur district in the state of Karnataka. Situated at an elevation of 4000 ft, Devarayanadurga is a perfect weekend getaway from Bangalore to live among the trees and visit the beautifully crafted temples. "
1186;Bangalore;" Kanakapura ";"";" 51 km  from city center ";" In the state of Karnataka a beautiful city is nestled amongst trees and rivers which is great for a weekend getaway. Kanakapura is rich in heritage and culture. This place is a hidden gem bountiful in greenery and waterfalls. A few days in this wonderful and picturesque place will leave you rejuvenate. "
1187;Bangalore;" Ranga Shankara ";"";" 7 km  from city center ";" If you’re the kind who prefers watching live performances over a drama, then this is the place for you. Situated in JP Nagar, this is one of the places to visit in Bangalore with friends where the theatre lovers head to catch up on some drama from across the globe. So, book those tickets and go enjoy a beautiful and affordable evening and get one of the best Bangalore experiences. "
1188;Bangalore;" Smaaash, Bangalore ";"";" 3 km  from city center ";" If you've not yet visited Smaaash, you've been missing on a lot of fun. Smaaash is gigantic gaming and activity arena. Kids, adults, everyone will fall in love with this place the moment they step in. You can put your bowling skills to use, get lost in the world of VR Games, hop on the go-karts, shoot some hoops in arcade games, and what not. You can also unwind and grab a beer or two with your buddies. Tip: The prices here are towards the costlier side. Make sure to plan accordingly not to burn a hole in your pocket. "
1189;Bangalore;" Bangalore Turf Club ";"";" 2 km  from city center ";" Here is something different that you can try out while you’re in the city! Head to the Club on Race Course road to watch the horses race away and maybe even place a bet or two if you’re feeling lucky. This is the ultimate high society event where you can get a peek into their posh lives. Make sure you study the race schedule so that you can socialize and cheer for the right ponies.

 "
1224;Delhi;" Morning walk near India Gate ";4.3;" 7 km  from city center ";" India Gate is a war memorial located in New Delhi, along the Rajpath. It is dedicated to the 82,000 soldiers, both Indian and British, who died during the First World War and the Third Anglo-Afghan War. India Gate looks stunning at night with the fountain displaying colourful lights. The surrounding lush green lawns are a popular picnic spot. The Amar Jawan Jyoti is also located here. "
1225;Delhi;" Qutub Minar ";3.7;" 16 km  from city center ";" Qutub Minar is a minaret or a victory tower located in the Qutub complex, a UNESCO World Heritage Site in Delhi's Mehrauli area. With a height of 72.5 metres (238 ft), Qutub Minar is the second tallest monument of Delhi. The surrounding Qutub complex has lush green lawns which are popular picnic spot. "
1226;Delhi;" Swaminarayan Akshardham Temple ";4.2;" 8 km  from city center ";" The Akshardham Temple, also known as Swaminarayan Akshardham is dedicated to Lord Swaminarayan. It is known for its stunning architecture. Akshardham complex is home to India's largest step well which is a host to the mesmerising water show each evening. "
1227;Delhi;" Humayun's Tomb ";4.5;" 9 km  from city center ";" Humayun's tomb is the final resting place of the Mughal Emperor Humayun. Located in the Nizamuddin East area of Delhi, it is the first garden-tomb in India. This UNESCO World Heritage Site is known for the stunning typical Mughal architecture with Persian influences. "
1228;Delhi;" Clubbing in Hauz Khas Village ";4.3;" 13 km  from city center ";" An affluent neighbourhood in South Delhi, Hauz Khas Village or 'HKV' is known for its electric nightlife with countless cafes, bars and pubs along with art galleries, and boutiques and is amongst the top hip places to visit in Delhi other than a heritage site. The area is also dotted with domed structures which are tombs of royalties during the 14th to 16th century. "
1229;Delhi;" Museum of Illusions ";"";" 4 km  from city center ";" The Museum of Illusions in Connaught Place, New Delhi is India's first optical illusion museum. It is a fun place to challenge the senses by exploring exhibits which include holograms, a supposedly rotating cylinder, a room with no gravity, rooms with mirrors that distort reality and much more. 
 "
1230;Delhi;" National Gallery Of Modern Art ";3.0;" 7 km  from city center ";" Following its motto of delivering an excellent world of art to its visitors, National Gallery of Modern Art, Delhi, preserves paintings and other artistic pieces dating back to 1850s. It houses a collection of more than 14,000 artworks which includes work that is as old as a hundred and fifty years.  "
1231;Delhi;" Lotus Temple ";4.4;" 13 km  from city center ";" The Lotus Temple is one of the seven Baha'i House of Worship present around the world. Known for its stunning white petal lotus architecture, iy is one of the most visited establishments in the world.  "
1232;Delhi;" Red Fort ";4.4;" 3 km  from city center ";" The Red Fort is a historical fort in the old Delhi area, on the banks of Yamuna. Shah Jahan constructed it in 1639 as a result of a capital shift from Agra to Delhi. Built from red sandstone, it is home to several museums. Every year, the Indian Prime Minister unfurls the national flag here on the Independence Day.  "
1233;Delhi;" Agrasen ki Baoli ";3.8;" 5 km  from city center ";" A protected monument under the Archaeological Survey of India, Agrasen ki Baoli is a 60 meter long and 15 meter wide historical step well on Halley Road, New Delhi. It is an ancient water reservoir having 103 stone steps. It is one of the most visited places in Delhi having a serene atmosphere. "
1234;Delhi;" Sunder Nursery ";"";" 8 km  from city center ";" Sunder Nursery (also known as Central Park) is a park complex situated adjacent to Humayun's Tomb, Built in the 16th century, the park was originally known as Azim Bagh. Sprawling over a whopping 90 acres of land, the park is home to 300 types of trees. "
1235;Delhi;" Garden of Five Senses ";3.0;" 17 km  from city center ";" Located in the poised Said-ul-Ajaib, the Garden of Five Senses is designed to stimulate your senses of touch, sight, smell, sound and taste and is a paradise for nature’s lovers. It is spread across 20 acres and has various themed parks, Mughal baghs, pools of water lilies, solar energy park, themed decor and many other attractions. "
1236;Delhi;" Lodhi Garden ";3.8;" 8 km  from city center ";" Lodhi Gardens is a city park placed in New Delhi, spanning over 90 acres. It is a luscious garden that houses the tombs of Sayyid ruler Mohammed Shah and Lodhi King Sikandar Lodhi. It is situated between Khan Market and Safdarjung's Tomb on Lodhi Road and is a favorite spot for morning walks for the Delhiites. "
1237;Delhi;" Waste to Wonder Park ";"";" 9 km  from city center ";" Waste to Wonder Park is one of its kind theme park in the world. It features the replicas of seven wonders of the world, created from industrial and other waste. Wind and solar energy have been harnessed to light up the park rendering a breathtaking sight during sunset and night.  "
1238;Delhi;" Shop at Chandni Chowk ";4.3;" 2 km  from city center ";" One of the oldest markets in Old Delhi, Chandni Chowk is still an important historical site renowned for the availability of every kind of goods as well as food. It was Constructed in the 17th century by mughal ruler of India Shah Jahan. It is situated opposite the Red Fort and provides a view of the Fatehpuri Mosque. "
1239;Delhi;" Shop & Eat at Dilli Haat ";3.0;" 10 km  from city center ";" Designed to invoke the ambience of a traditional village fair, Dilli Haat is every shopper’s paradise, a foodie’s haven and the cultural magnet of the metro city. A flamboyant mix of vibrant colours and varied cultures, the bazaar is located in the commercial centre of South Delhi, bang opposite to the INA Market. "
1240;Delhi;" Bharat Darshan Park ";"";" 8 km  from city center ";" The Bharat Darshan Park in Punjabi Bagh, Delhi has replicas of popular Indian monuments made out of waste material.  It is quite similar to the Waste to Wonders park. Some of the monument replicas include the Gateway of India, Mysore Palace, Hampi, Victoria Memorial Hall and Charminar, amongst others made from about 350 tonnes of scrap material. 
 "
1241;Delhi;" Gurudwara Bangla Sahib ";3.9;" 5 km  from city center ";" Gurudwara Bangla Sahib is one of the most important Sikh gurdwara, aka Sikh house of worship, in Delhi, India and known for its association with the eighth Sikh Guru, Guru Har Krishan, as well as the pool inside its complex, known as the 'Sarovar.' It was first built as a small temple by Sikh General Sardar Bhagel Singh in 1783, who supervised the construction of nine Sikh shrines in Delhi in the same year, during the reign of Mughal Emperor, Shah Alam II. "
1242;Delhi;" Pradhanmantri Sangrahalaya ";"";" 8 km  from city center ";" The Prime Ministers’ Museum or the Pradhanmantri Sangrahalaya was inaugurated by Prime Minister Narendra Modi on 14th April 2022. Located next to the Nehru Memorial Museum and Library (NMML) on Teen Murti Marg, the museum pays tribute to all the Prime Ministers of India since Independence. Besides memorabilia, there is an audio and visual tour of speeches from the Red Fort and a virtual helicopter ride. "
1243;Delhi;" Rail Museum ";3.0;" 10 km  from city center ";" Located in the vicinity of Chanakyapuri, the Rail Museum aims to preserve the 163 years old railway heritage of India. Popularly known as the National Railway Museum, the museum is spread over 10 acres of land and houses some fantabulous railway memorabilia.  "
1244;Delhi;" Nizamuddin Dargah ";3.8;" 9 km  from city center ";" This is the holy shrine of Muslim Sufi Saint Nizamuddin Chisti. The tombs of many other people from the Mughal era are present in the same area, which surround a tank. Known to be one of the top-visited places in Delhi, a vibe of spirituality and serenity seems to be omnipresent at the Hazrat Nizamuddin Dargah, where you can find throngs of devotees even in the later hours of the evening. "
1245;Delhi;" Jantar Mantar ";4.3;" 4 km  from city center ";" Located in New Delhi, the Jantar Mantar was one of the five sites built by Maharaja Jai Singh II of Jaipur. The site consists of 13 architectural astronomy instruments. The main purpose of the observatory was to compile the astronomical tables and to predict the movement and timings of the sun, moon and planets.  "
